UTMx512,UTMy361,Z,Longitude,Latitude,Elevation
416.481,-421.198,1371.090,-121.606,45.381,1371.090
443.275,-421.186,1354.982,-121.604,45.381,1354.982
470.236,-421.174,1330.134,-121.602,45.381,1330.134
497.198,-421.160,1287.409,-121.599,45.381,1287.409
523.992,-421.147,1247.134,-121.597,45.381,1247.134
550.786,-421.132,1265.806,-121.595,45.381,1265.806
577.747,-421.117,1328.903,-121.593,45.381,1328.903
604.542,-421.100,1401.516,-121.591,45.381,1401.516
631.503,-421.084,1447.321,-121.588,45.381,1447.321
658.297,-421.066,1397.904,-121.586,45.381,1397.904
685.259,-421.048,1332.962,-121.584,45.381,1332.962
712.053,-421.029,1271.571,-121.582,45.381,1271.571
738.847,-421.009,1206.767,-121.580,45.381,1206.767
765.809,-420.988,1144.472,-121.578,45.381,1144.472
792.603,-420.967,1087.721,-121.575,45.381,1087.721
819.564,-420.945,1037.526,-121.573,45.381,1037.526
846.358,-420.923,993.740,-121.571,45.381,993.740
873.320,-420.899,978.794,-121.569,45.381,978.794
900.114,-420.875,989.818,-121.567,45.381,989.818
926.908,-420.850,1015.767,-121.564,45.381,1015.767
953.869,-420.825,1051.500,-121.562,45.381,1051.500
980.831,-420.798,1098.802,-121.560,45.381,1098.802
1007.625,-420.771,1150.079,-121.558,45.381,1150.079
1034.419,-420.743,1198.451,-121.556,45.381,1198.451
1061.381,-420.715,1240.766,-121.553,45.381,1240.766
1088.175,-420.686,1270.308,-121.551,45.381,1270.308
1115.136,-420.656,1296.106,-121.549,45.381,1296.106
1141.930,-420.625,1336.554,-121.547,45.381,1336.554
1168.892,-420.593,1394.115,-121.545,45.381,1394.115
1195.686,-420.561,1466.119,-121.542,45.381,1466.119
1222.480,-420.528,1535.237,-121.540,45.381,1535.237
1249.442,-420.495,1575.225,-121.538,45.381,1575.225
1276.236,-420.460,1590.811,-121.536,45.381,1590.811
1303.197,-420.425,1598.199,-121.534,45.381,1598.199
1329.991,-420.389,1592.251,-121.532,45.381,1592.251
1356.953,-420.353,1565.780,-121.529,45.381,1565.780
1383.747,-420.315,1529.471,-121.527,45.381,1529.471
1410.541,-420.277,1499.917,-121.525,45.381,1499.917
1437.503,-420.239,1491.007,-121.523,45.381,1491.007
1464.464,-420.199,1491.470,-121.521,45.381,1491.470
1491.258,-420.159,1477.543,-121.518,45.381,1477.543
1518.052,-420.118,1448.738,-121.516,45.381,1448.738
1545.014,-420.076,1429.297,-121.514,45.381,1429.297
1571.808,-420.034,1456.969,-121.512,45.381,1456.969
1598.770,-419.990,1496.661,-121.510,45.381,1496.661
1625.564,-419.947,1534.537,-121.507,45.381,1534.537
1652.525,-419.902,1555.125,-121.505,45.381,1555.125
1679.319,-419.857,1556.361,-121.503,45.381,1556.361
1706.113,-419.811,1544.875,-121.501,45.381,1544.875
1733.075,-419.764,1531.064,-121.499,45.381,1531.064
1759.869,-419.716,1515.083,-121.496,45.381,1515.083
1786.830,-419.668,1505.919,-121.494,45.381,1505.919
1813.625,-419.619,1497.466,-121.492,45.381,1497.466
1840.586,-419.569,1479.576,-121.490,45.381,1479.576
1867.380,-419.519,1478.557,-121.488,45.381,1478.557
1894.174,-419.468,1477.595,-121.485,45.381,1477.595
1921.136,-419.416,1458.354,-121.483,45.381,1458.354
1948.098,-419.363,1431.255,-121.481,45.381,1431.255
1974.892,-419.309,1402.213,-121.479,45.381,1402.213
2001.686,-419.255,1375.464,-121.477,45.381,1375.464
2028.647,-419.200,1356.606,-121.475,45.381,1356.606
2055.441,-419.145,1339.155,-121.472,45.381,1339.155
2082.403,-419.088,1321.335,-121.470,45.381,1321.335
2109.197,-419.031,1309.026,-121.468,45.381,1309.026
2136.158,-418.974,1278.487,-121.466,45.381,1278.487
2162.952,-418.915,1227.814,-121.464,45.381,1227.814
2189.747,-418.856,1182.295,-121.461,45.381,1182.295
2216.708,-418.796,1151.337,-121.459,45.381,1151.337
2243.502,-418.735,1116.932,-121.457,45.381,1116.932
2270.464,-418.674,1092.768,-121.455,45.381,1092.768
2297.258,-418.612,1081.289,-121.453,45.381,1081.289
2324.219,-418.548,1077.396,-121.450,45.381,1077.396
2351.013,-418.485,1077.137,-121.448,45.381,1077.137
2377.808,-418.421,1079.793,-121.446,45.381,1079.793
2404.769,-418.355,1077.845,-121.444,45.381,1077.845
2431.731,-418.289,1073.703,-121.442,45.381,1073.703
2458.525,-418.223,1068.925,-121.439,45.381,1068.925
2485.319,-418.156,1051.526,-121.437,45.381,1051.526
2512.280,-418.088,1023.427,-121.435,45.381,1023.427
2539.074,-418.019,989.393,-121.433,45.381,989.393
2566.036,-417.949,961.762,-121.431,45.381,961.762
2592.830,-417.879,960.088,-121.428,45.381,960.088
2619.792,-417.808,979.859,-121.426,45.381,979.859
2646.586,-417.737,973.686,-121.424,45.381,973.686
2673.380,-417.664,979.086,-121.422,45.381,979.086
2700.341,-417.591,961.813,-121.420,45.381,961.813
2727.303,-417.517,941.332,-121.418,45.381,941.332
2754.097,-417.442,934.689,-121.415,45.381,934.689
2780.891,-417.367,930.026,-121.413,45.381,930.026
2807.853,-417.291,909.438,-121.411,45.381,909.438
2834.647,-417.214,895.576,-121.409,45.381,895.576
2861.608,-417.136,894.608,-121.407,45.381,894.608
2888.402,-417.058,887.658,-121.404,45.381,887.658
2915.364,-416.979,873.817,-121.402,45.381,873.817
2942.158,-416.900,863.063,-121.400,45.381,863.063
2968.952,-416.819,860.110,-121.398,45.381,860.110
2995.913,-416.738,850.731,-121.396,45.381,850.731
3022.708,-416.656,842.999,-121.393,45.381,842.999
3049.669,-416.573,838.758,-121.391,45.381,838.758
3076.631,-416.489,836.183,-121.389,45.381,836.183
3103.425,-416.406,841.305,-121.387,45.381,841.305
3130.219,-416.321,849.594,-121.385,45.381,849.594
3157.013,-416.236,899.685,-121.382,45.381,899.685
3183.974,-416.149,972.627,-121.380,45.381,972.627
3210.936,-416.062,1009.928,-121.378,45.381,1009.928
3237.730,-415.974,1029.382,-121.376,45.381,1029.382
3264.524,-415.886,1048.477,-121.374,45.381,1048.477
3291.486,-415.796,1044.200,-121.372,45.381,1044.200
3318.280,-415.706,1047.268,-121.369,45.381,1047.268
3345.241,-415.615,1050.969,-121.367,45.381,1050.969
3372.035,-415.524,1040.043,-121.365,45.381,1040.043
3398.997,-415.432,1027.178,-121.363,45.381,1027.178
3425.791,-415.339,1017.936,-121.361,45.381,1017.936
3452.585,-415.246,1010.040,-121.358,45.381,1010.040
3479.547,-415.151,1000.213,-121.356,45.381,1000.213
3506.341,-415.056,991.920,-121.354,45.381,991.920
3533.302,-414.960,982.222,-121.352,45.381,982.222
3560.264,-414.863,967.819,-121.350,45.381,967.819
3587.058,-414.766,958.725,-121.347,45.381,958.725
3613.852,-414.668,949.247,-121.345,45.381,949.247
3640.646,-414.570,932.834,-121.343,45.381,932.834
3667.608,-414.470,917.046,-121.341,45.381,917.046
3694.569,-414.369,902.504,-121.339,45.381,902.504
3721.363,-414.269,878.256,-121.336,45.381,878.256
3748.325,-414.167,836.475,-121.334,45.381,836.475
3775.119,-414.064,824.087,-121.332,45.381,824.087
3801.913,-413.962,827.639,-121.330,45.381,827.639
3828.875,-413.857,822.392,-121.328,45.381,822.392
3855.669,-413.753,818.769,-121.325,45.381,818.769
3882.630,-413.647,800.471,-121.323,45.381,800.471
3909.424,-413.542,779.491,-121.321,45.381,779.491
3936.219,-413.435,791.535,-121.319,45.381,791.535
3963.180,-413.327,800.051,-121.317,45.381,800.051
3989.974,-413.219,796.107,-121.315,45.381,796.107
4016.935,-413.110,796.658,-121.312,45.381,796.658
4043.897,-413.000,796.820,-121.310,45.381,796.820
4070.691,-412.889,794.055,-121.308,45.381,794.055
4097.485,-412.779,791.367,-121.306,45.381,791.367
4124.279,-412.667,787.328,-121.304,45.381,787.328
4151.241,-412.554,781.719,-121.301,45.381,781.719
4178.202,-412.440,777.042,-121.299,45.381,777.042
4204.997,-412.326,774.873,-121.297,45.381,774.873
4231.958,-412.211,774.130,-121.295,45.381,774.130
4258.752,-412.096,772.811,-121.293,45.381,772.811
4285.546,-411.980,770.297,-121.290,45.381,770.297
4312.507,-411.862,766.336,-121.288,45.381,766.336
4339.301,-411.745,762.341,-121.286,45.381,762.341
4366.264,-411.626,758.340,-121.284,45.381,758.340
4393.058,-411.507,753.949,-121.282,45.381,753.949
4420.019,-411.387,749.651,-121.279,45.381,749.651
4446.813,-411.266,746.276,-121.277,45.381,746.276
4473.607,-411.145,743.493,-121.275,45.381,743.493
4500.568,-411.022,741.943,-121.273,45.381,741.943
4527.530,-410.899,742.203,-121.271,45.381,742.203
4554.324,-410.776,740.421,-121.268,45.381,740.421
4581.119,-410.652,735.658,-121.266,45.381,735.658
4607.913,-410.527,732.012,-121.264,45.381,732.012
4634.874,-410.401,729.766,-121.262,45.381,729.766
4661.836,-410.274,727.293,-121.260,45.381,727.293
4688.630,-410.147,724.854,-121.258,45.381,724.854
4715.591,-410.018,721.427,-121.255,45.381,721.427
4742.385,-409.890,714.589,-121.253,45.381,714.589
4769.180,-409.761,710.749,-121.251,45.381,710.749
4796.141,-409.630,708.507,-121.249,45.381,708.507
4822.935,-409.500,701.873,-121.247,45.381,701.873
4849.897,-409.367,696.431,-121.244,45.381,696.431
4876.690,-409.235,692.008,-121.242,45.381,692.008
4903.652,-409.102,684.390,-121.240,45.381,684.390
4930.446,-408.968,679.043,-121.238,45.381,679.043
4957.408,-408.833,673.664,-121.236,45.381,673.664
4984.202,-408.698,660.832,-121.233,45.381,660.832
5011.163,-408.562,653.247,-121.231,45.381,653.247
5037.958,-408.425,651.290,-121.229,45.381,651.290
5064.751,-408.288,653.163,-121.227,45.381,653.163
5091.713,-408.149,655.407,-121.225,45.381,655.407
5118.507,-408.011,665.089,-121.222,45.381,665.089
5145.469,-407.870,680.395,-121.220,45.381,680.395
5172.262,-407.730,692.022,-121.218,45.381,692.022
5199.224,-407.589,702.875,-121.216,45.381,702.875
5226.019,-407.447,701.215,-121.214,45.381,701.215
5252.812,-407.305,695.191,-121.212,45.381,695.191
5279.774,-407.161,696.229,-121.209,45.381,696.229
5306.736,-407.016,693.015,-121.207,45.381,693.015
5333.530,-406.872,682.681,-121.205,45.381,682.681
5360.323,-406.727,666.652,-121.203,45.381,666.652
5387.285,-406.580,632.700,-121.201,45.381,632.700
5414.080,-406.433,608.063,-121.198,45.381,608.063
5441.041,-406.285,626.197,-121.196,45.381,626.197
5467.835,-406.137,644.043,-121.194,45.381,644.043
5494.797,-405.987,645.244,-121.192,45.381,645.244
5521.591,-405.837,652.181,-121.190,45.381,652.181
5548.384,-405.687,675.202,-121.187,45.381,675.202
5575.346,-405.535,682.800,-121.185,45.381,682.800
5602.140,-405.383,677.867,-121.183,45.381,677.867
5629.102,-405.230,670.878,-121.181,45.381,670.878
5655.896,-405.077,678.911,-121.179,45.381,678.911
5682.857,-404.922,670.717,-121.176,45.381,670.717
5709.651,-404.767,672.432,-121.174,45.381,672.432
5736.445,-404.612,671.197,-121.172,45.381,671.197
5763.407,-404.455,654.526,-121.170,45.381,654.526
5790.369,-404.297,646.167,-121.168,45.381,646.167
5817.163,-404.139,643.683,-121.165,45.381,643.683
5843.957,-403.981,629.698,-121.163,45.381,629.698
5870.918,-403.821,612.245,-121.161,45.381,612.245
5897.712,-403.661,587.997,-121.159,45.381,587.997
5924.674,-403.500,591.090,-121.157,45.381,591.090
5951.468,-403.338,604.751,-121.155,45.381,604.751
5978.429,-403.175,611.772,-121.152,45.381,611.772
6005.223,-403.013,617.350,-121.150,45.381,617.350
6032.018,-402.849,624.596,-121.148,45.381,624.596
6058.979,-402.684,633.947,-121.146,45.381,633.947
6085.773,-402.519,643.033,-121.144,45.381,643.033
6112.734,-402.353,649.465,-121.141,45.381,649.465
6139.529,-402.186,654.784,-121.139,45.381,654.784
6166.490,-402.018,667.652,-121.137,45.381,667.652
6193.284,-401.850,679.496,-121.135,45.381,679.496
6220.078,-401.682,678.102,-121.133,45.381,678.102
6247.041,-401.511,664.186,-121.130,45.381,664.186
6274.001,-401.340,649.210,-121.128,45.381,649.210
6300.795,-401.170,637.532,-121.126,45.381,637.532
6327.589,-400.998,636.246,-121.124,45.381,636.246
6354.551,-400.825,649.038,-121.122,45.381,649.038
6381.345,-400.652,668.581,-121.119,45.381,668.581
6408.307,-400.477,683.011,-121.117,45.381,683.011
6435.101,-400.303,690.311,-121.115,45.381,690.311
6462.062,-400.127,692.662,-121.113,45.381,692.662
6488.857,-399.951,703.392,-121.111,45.381,703.392
6515.650,-399.774,709.682,-121.108,45.381,709.682
6542.612,-399.596,698.102,-121.106,45.381,698.102
6569.406,-399.418,673.080,-121.104,45.381,673.080
6596.367,-399.238,647.631,-121.102,45.381,647.631
6623.162,-399.059,618.208,-121.100,45.381,618.208
6650.123,-398.877,577.290,-121.098,45.381,577.290
6676.917,-398.696,559.891,-121.095,45.381,559.891
6703.711,-398.515,599.667,-121.093,45.381,599.667
6730.673,-398.331,626.976,-121.091,45.381,626.976
6757.635,-398.147,614.762,-121.089,45.381,614.762
6784.429,-397.963,644.976,-121.087,45.381,644.976
6811.223,-397.778,675.789,-121.084,45.381,675.789
6838.184,-397.592,692.143,-121.082,45.381,692.143
6864.979,-397.406,678.835,-121.080,45.381,678.835
-6864.712,-359.140,319.798,-122.200,45.383,319.798
-6837.919,-359.326,337.150,-122.198,45.383,337.150
-6810.958,-359.512,348.261,-122.196,45.383,348.261
-6784.166,-359.697,356.136,-122.193,45.383,356.136
-6757.373,-359.881,362.078,-122.191,45.383,362.078
-6730.412,-360.065,366.644,-122.189,45.383,366.644
-6703.452,-360.249,369.339,-122.187,45.383,369.339
-6676.659,-360.430,371.747,-122.185,45.383,371.747
-6649.865,-360.611,372.212,-122.182,45.383,372.212
-6622.905,-360.792,372.929,-122.180,45.383,372.929
-6596.112,-360.972,377.502,-122.178,45.383,377.502
-6569.151,-361.152,380.749,-122.176,45.383,380.749
-6542.358,-361.330,383.061,-122.174,45.383,383.061
-6515.397,-361.508,386.060,-122.172,45.383,386.060
-6488.605,-361.685,380.252,-122.169,45.383,380.252
-6461.812,-361.861,346.288,-122.167,45.383,346.288
-6434.852,-362.037,307.217,-122.165,45.383,307.217
-6408.058,-362.211,282.466,-122.163,45.383,282.466
-6381.098,-362.386,280.353,-122.161,45.383,280.353
-6354.305,-362.559,294.405,-122.158,45.383,294.405
-6327.344,-362.732,311.207,-122.156,45.383,311.207
-6300.551,-362.904,327.841,-122.154,45.383,327.841
-6273.591,-363.075,346.711,-122.152,45.383,346.711
-6246.797,-363.245,354.884,-122.150,45.383,354.884
-6219.837,-363.416,354.615,-122.147,45.383,354.615
-6193.044,-363.584,356.960,-122.145,45.383,356.960
-6166.251,-363.752,357.543,-122.143,45.383,357.543
-6139.291,-363.920,358.130,-122.141,45.383,358.130
-6112.497,-364.086,359.761,-122.139,45.383,359.761
-6085.537,-364.253,353.980,-122.136,45.383,353.980
-6058.744,-364.418,272.893,-122.134,45.383,272.893
-6031.784,-364.583,238.792,-122.132,45.383,238.792
-6004.991,-364.747,256.109,-122.130,45.383,256.109
-5978.198,-364.909,269.425,-122.128,45.383,269.425
-5951.237,-365.072,278.971,-122.125,45.383,278.971
-5924.276,-365.234,296.525,-122.123,45.383,296.525
-5897.484,-365.395,303.095,-122.121,45.383,303.095
-5870.690,-365.555,285.795,-122.119,45.383,285.795
-5843.730,-365.715,267.169,-122.117,45.383,267.169
-5816.937,-365.873,260.314,-122.115,45.383,260.314
-5789.977,-366.032,257.536,-122.112,45.383,257.536
-5763.183,-366.189,257.273,-122.110,45.383,257.273
-5736.223,-366.346,258.476,-122.108,45.383,258.476
-5709.430,-366.501,262.456,-122.106,45.383,262.456
-5682.637,-366.656,275.132,-122.104,45.383,275.132
-5655.676,-366.811,289.049,-122.101,45.383,289.049
-5628.883,-366.964,295.408,-122.099,45.383,295.408
-5601.923,-367.117,296.669,-122.097,45.383,296.669
-5575.130,-367.269,297.817,-122.095,45.383,297.817
-5548.169,-367.421,294.815,-122.093,45.383,294.815
-5521.376,-367.571,288.729,-122.090,45.383,288.729
-5494.583,-367.721,286.363,-122.088,45.383,286.363
-5467.623,-367.871,287.334,-122.086,45.383,287.334
-5440.662,-368.020,291.103,-122.084,45.383,291.103
-5413.870,-368.167,294.137,-122.082,45.383,294.137
-5387.076,-368.314,294.809,-122.079,45.383,294.809
-5360.116,-368.461,295.621,-122.077,45.383,295.621
-5333.323,-368.606,295.098,-122.075,45.383,295.098
-5306.362,-368.751,292.863,-122.073,45.383,292.863
-5279.569,-368.895,290.519,-122.071,45.383,290.519
-5252.608,-369.039,290.490,-122.068,45.383,290.490
-5225.815,-369.181,290.882,-122.066,45.383,290.882
-5199.022,-369.322,287.499,-122.064,45.383,287.499
-5172.062,-369.464,286.098,-122.062,45.383,286.098
-5145.270,-369.604,292.112,-122.060,45.383,292.112
-5118.309,-369.744,301.001,-122.058,45.383,301.001
-5091.515,-369.883,303.220,-122.055,45.383,303.220
-5064.555,-370.022,304.279,-122.053,45.383,304.279
-5037.762,-370.159,305.319,-122.051,45.383,305.319
-5010.969,-370.295,305.623,-122.049,45.383,305.623
-4984.009,-370.432,301.170,-122.047,45.383,301.170
-4957.048,-370.568,298.806,-122.044,45.383,298.806
-4930.255,-370.702,299.126,-122.042,45.383,299.126
-4903.462,-370.836,301.885,-122.040,45.383,301.885
-4876.501,-370.969,306.814,-122.038,45.383,306.814
-4849.708,-371.101,314.133,-122.036,45.383,314.133
-4822.748,-371.233,320.258,-122.033,45.383,320.258
-4795.955,-371.364,327.055,-122.031,45.383,327.055
-4768.995,-371.495,340.204,-122.029,45.383,340.204
-4742.201,-371.624,362.385,-122.027,45.383,362.385
-4715.408,-371.752,381.889,-122.025,45.383,381.889
-4688.448,-371.881,386.876,-122.022,45.383,386.876
-4661.655,-372.008,401.511,-122.020,45.383,401.511
-4634.694,-372.135,410.494,-122.018,45.383,410.494
-4607.734,-372.261,416.547,-122.016,45.383,416.547
-4580.940,-372.386,449.542,-122.014,45.383,449.542
-4554.148,-372.510,470.421,-122.012,45.383,470.421
-4527.354,-372.633,455.378,-122.009,45.383,455.378
-4500.394,-372.756,456.104,-122.007,45.383,456.104
-4473.434,-372.879,476.852,-122.005,45.383,476.852
-4446.641,-373.000,501.311,-122.003,45.383,501.311
-4419.848,-373.120,540.353,-122.001,45.383,540.353
-4392.887,-373.241,642.305,-121.998,45.383,642.305
-4366.094,-373.360,702.088,-121.996,45.383,702.088
-4339.133,-373.479,743.055,-121.994,45.383,743.055
-4312.340,-373.596,756.604,-121.992,45.383,756.604
-4285.380,-373.714,779.198,-121.990,45.383,779.198
-4258.587,-373.830,829.623,-121.987,45.383,829.623
-4231.794,-373.945,892.120,-121.985,45.383,892.120
-4204.833,-374.060,933.726,-121.983,45.383,933.726
-4178.040,-374.174,934.990,-121.981,45.383,934.990
-4151.080,-374.288,926.250,-121.979,45.383,926.250
-4124.120,-374.401,956.447,-121.976,45.383,956.447
-4097.326,-374.512,987.198,-121.974,45.383,987.198
-4070.533,-374.623,1006.473,-121.972,45.383,1006.473
-4043.573,-374.734,1016.721,-121.970,45.383,1016.721
-4016.779,-374.844,1020.289,-121.968,45.383,1020.289
-3989.819,-374.953,1021.419,-121.965,45.383,1021.419
-3963.026,-375.061,1026.321,-121.963,45.383,1026.321
-3936.066,-375.169,1034.620,-121.961,45.383,1034.620
-3909.273,-375.275,1045.620,-121.959,45.383,1045.620
-3882.480,-375.381,1046.417,-121.957,45.383,1046.417
-3855.519,-375.487,1048.311,-121.955,45.383,1048.311
-3828.559,-375.592,1049.164,-121.952,45.383,1049.164
-3801.766,-375.695,1049.265,-121.950,45.383,1049.265
-3774.973,-375.798,1049.057,-121.948,45.383,1049.057
-3748.179,-375.900,1050.654,-121.946,45.383,1050.654
-3721.219,-376.002,1021.998,-121.944,45.383,1021.998
-3694.258,-376.104,957.566,-121.941,45.383,957.566
-3667.466,-376.204,927.618,-121.939,45.383,927.618
-3640.505,-376.304,895.500,-121.937,45.383,895.500
-3613.712,-376.402,822.197,-121.935,45.383,822.197
-3586.919,-376.500,780.818,-121.933,45.383,780.818
-3559.958,-376.597,764.409,-121.930,45.383,764.409
-3533.166,-376.694,737.584,-121.928,45.383,737.584
-3506.205,-376.790,703.638,-121.926,45.383,703.638
-3479.412,-376.885,671.173,-121.924,45.383,671.173
-3452.451,-376.979,640.517,-121.922,45.383,640.517
-3425.658,-377.073,610.757,-121.919,45.383,610.757
-3398.865,-377.166,591.544,-121.917,45.383,591.544
-3371.905,-377.258,576.114,-121.915,45.383,576.114
-3344.944,-377.350,548.548,-121.913,45.383,548.548
-3318.151,-377.440,538.912,-121.911,45.383,538.912
-3291.358,-377.530,544.277,-121.908,45.383,544.277
-3264.398,-377.620,552.720,-121.906,45.383,552.720
-3237.605,-377.708,569.814,-121.904,45.383,569.814
-3210.644,-377.796,584.633,-121.902,45.383,584.633
-3183.851,-377.883,588.168,-121.900,45.383,588.168
-3156.891,-377.969,586.914,-121.898,45.383,586.914
-3130.098,-378.055,587.764,-121.895,45.383,587.764
-3103.304,-378.139,589.929,-121.893,45.383,589.929
-3076.344,-378.224,594.767,-121.891,45.383,594.767
-3049.551,-378.307,598.007,-121.889,45.383,598.007
-3022.591,-378.390,599.512,-121.887,45.383,599.512
-2995.797,-378.472,608.776,-121.884,45.383,608.776
-2968.837,-378.553,618.460,-121.882,45.383,618.460
-2942.044,-378.633,621.871,-121.880,45.383,621.871
-2915.250,-378.713,624.344,-121.878,45.383,624.344
-2888.290,-378.792,626.065,-121.876,45.383,626.065
-2861.330,-378.871,614.485,-121.873,45.383,614.485
-2834.537,-378.948,611.918,-121.871,45.383,611.918
-2807.744,-379.025,618.101,-121.869,45.383,618.101
-2780.783,-379.101,623.049,-121.867,45.383,623.049
-2753.990,-379.176,627.018,-121.865,45.383,627.018
-2727.030,-379.251,630.840,-121.862,45.383,630.840
-2700.237,-379.325,636.158,-121.860,45.383,636.158
-2673.276,-379.398,653.324,-121.858,45.383,653.324
-2646.483,-379.470,698.707,-121.856,45.383,698.707
-2619.690,-379.542,729.322,-121.854,45.383,729.322
-2592.730,-379.613,750.946,-121.852,45.383,750.946
-2565.937,-379.683,765.034,-121.849,45.383,765.034
-2538.976,-379.753,740.046,-121.847,45.383,740.046
-2512.183,-379.821,734.948,-121.845,45.383,734.948
-2485.222,-379.890,725.647,-121.843,45.383,725.647
-2458.429,-379.957,718.301,-121.841,45.383,718.301
-2431.636,-380.023,718.508,-121.838,45.383,718.508
-2404.676,-380.089,722.017,-121.836,45.383,722.017
-2377.715,-380.155,727.889,-121.834,45.383,727.889
-2350.922,-380.219,735.102,-121.832,45.383,735.102
-2324.129,-380.282,741.354,-121.830,45.383,741.354
-2297.169,-380.345,751.646,-121.827,45.383,751.646
-2270.376,-380.407,792.670,-121.825,45.383,792.670
-2243.415,-380.469,854.288,-121.823,45.383,854.288
-2216.622,-380.530,901.641,-121.821,45.383,901.641
-2189.662,-380.590,940.884,-121.819,45.383,940.884
-2162.869,-380.649,976.363,-121.816,45.383,976.363
-2136.076,-380.707,1003.981,-121.814,45.383,1003.981
-2109.115,-380.765,1037.385,-121.812,45.383,1037.385
-2082.322,-380.822,1065.278,-121.810,45.383,1065.278
-2055.361,-380.879,1090.474,-121.808,45.383,1090.474
-2028.568,-380.934,1097.004,-121.805,45.383,1097.004
-2001.608,-380.989,1059.326,-121.803,45.383,1059.326
-1974.815,-381.043,1004.968,-121.801,45.383,1004.968
-1948.022,-381.096,957.583,-121.799,45.383,957.583
-1921.061,-381.149,928.862,-121.797,45.383,928.862
-1894.101,-381.201,924.918,-121.795,45.383,924.918
-1867.308,-381.253,934.505,-121.792,45.383,934.505
-1840.515,-381.303,952.166,-121.790,45.383,952.166
-1813.554,-381.353,970.347,-121.788,45.383,970.347
-1786.761,-381.402,985.594,-121.786,45.383,985.594
-1759.801,-381.450,1008.242,-121.784,45.383,1008.242
-1733.008,-381.498,1056.585,-121.781,45.383,1056.585
-1706.047,-381.545,1121.107,-121.779,45.383,1121.107
-1679.254,-381.591,1171.469,-121.777,45.383,1171.469
-1652.461,-381.636,1208.045,-121.775,45.383,1208.045
-1625.501,-381.681,1251.127,-121.773,45.383,1251.127
-1598.540,-381.725,1305.803,-121.770,45.383,1305.803
-1571.747,-381.768,1359.348,-121.768,45.383,1359.348
-1544.954,-381.810,1420.880,-121.766,45.383,1420.880
-1517.994,-381.852,1481.413,-121.764,45.383,1481.413
-1491.200,-381.893,1533.620,-121.762,45.383,1533.620
-1464.240,-381.933,1560.909,-121.759,45.383,1560.909
-1437.447,-381.972,1574.400,-121.757,45.383,1574.400
-1410.486,-382.011,1596.689,-121.755,45.383,1596.689
-1383.693,-382.049,1619.931,-121.753,45.383,1619.931
-1356.900,-382.086,1646.616,-121.751,45.383,1646.616
-1329.940,-382.123,1689.260,-121.748,45.383,1689.260
-1303.147,-382.159,1733.597,-121.746,45.383,1733.597
-1276.186,-382.194,1753.282,-121.744,45.383,1753.282
-1249.393,-382.228,1724.007,-121.742,45.383,1724.007
-1222.433,-382.262,1724.584,-121.740,45.383,1724.584
-1195.640,-382.295,1761.875,-121.738,45.383,1761.875
-1168.847,-382.327,1823.548,-121.735,45.383,1823.548
-1141.886,-382.359,1888.302,-121.733,45.383,1888.302
-1114.926,-382.390,1911.020,-121.731,45.383,1911.020
-1088.133,-382.419,1919.213,-121.729,45.383,1919.213
-1061.339,-382.449,1952.994,-121.727,45.383,1952.994
-1034.379,-382.477,2025.124,-121.724,45.383,2025.124
-1007.586,-382.505,2107.514,-121.722,45.383,2107.514
-980.625,-382.532,2177.930,-121.720,45.383,2177.930
-953.832,-382.558,2218.594,-121.718,45.383,2218.594
-926.872,-382.584,2263.429,-121.716,45.383,2263.429
-900.079,-382.609,2325.890,-121.713,45.383,2325.890
-873.286,-382.633,2402.182,-121.711,45.383,2402.182
-846.325,-382.656,2506.500,-121.709,45.383,2506.500
-819.532,-382.679,2619.696,-121.707,45.383,2619.696
-792.572,-382.701,2671.355,-121.705,45.383,2671.355
-765.611,-382.722,2643.179,-121.702,45.383,2643.179
-738.818,-382.743,2626.913,-121.700,45.383,2626.913
-712.025,-382.763,2658.064,-121.698,45.383,2658.064
-685.232,-382.782,2596.005,-121.696,45.383,2596.005
-658.272,-382.800,2578.165,-121.694,45.383,2578.165
-631.311,-382.818,2600.243,-121.692,45.383,2600.243
-604.518,-382.834,2613.133,-121.689,45.383,2613.133
-577.725,-382.850,2577.807,-121.687,45.383,2577.807
-550.765,-382.866,2506.646,-121.685,45.383,2506.646
-523.971,-382.880,2429.829,-121.683,45.383,2429.829
-497.011,-382.894,2368.320,-121.681,45.383,2368.320
-470.218,-382.907,2346.000,-121.678,45.383,2346.000
-443.257,-382.920,2322.408,-121.676,45.383,2322.408
-416.464,-382.932,2292.305,-121.674,45.383,2292.305
-389.671,-382.943,2264.534,-121.672,45.383,2264.534
-362.711,-382.953,2249.094,-121.670,45.383,2249.094
-335.918,-382.962,2247.550,-121.667,45.383,2247.550
-308.957,-382.971,2214.823,-121.665,45.383,2214.823
-281.997,-382.979,2169.696,-121.663,45.383,2169.696
-255.204,-382.986,2131.116,-121.661,45.383,2131.116
-228.411,-382.993,2088.677,-121.659,45.383,2088.677
-201.618,-382.999,2046.100,-121.656,45.383,2046.100
-174.657,-383.004,2007.324,-121.654,45.383,2007.324
-147.697,-383.008,1969.702,-121.652,45.383,1969.702
-120.904,-383.012,1931.876,-121.650,45.383,1931.876
-93.943,-383.015,1894.992,-121.648,45.383,1894.992
-67.150,-383.017,1853.151,-121.645,45.383,1853.151
-40.357,-383.019,1814.924,-121.643,45.383,1814.924
-13.397,-383.019,1789.032,-121.641,45.383,1789.032
